prior,model,data_spec,n_transform,parameter,mean,median,ci_2.5,ci_97.5,p_gt_0,p_lt_0,conclusion
weak,hsa_steady,unemployment_gap_core,log100_centered10,rho_1,1.8808090628788159,1.8816177999317505,1.7916407762973359,1.9648759662502955,1.0,0.0,
weak,hsa_steady,unemployment_gap_core,log100_centered10,rho_2,-0.8909207905215356,-0.8920457630593908,-0.9735018580603578,-0.8056132457610145,0.0,1.0,
weak,hsa_steady,unemployment_gap_core,log100_centered10,sigma_e,0.2865099955286842,0.28507408826600744,0.253058631903161,0.3275810813620883,1.0,0.0,
weak,hsa_steady,unemployment_gap_core,log100_centered10,sigma_zeta,0.595817871766034,0.5945701860115906,0.5261609281950977,0.677440355165111,1.0,0.0,
weak,hsa_steady,unemployment_gap_core,log100_centered10,sigma_u,0.04374783636460501,0.04354126249796342,0.03639422165502599,0.052327417742276304,1.0,0.0,
weak,hsa_steady,unemployment_gap_core,log100_centered10,sigma_eps,0.029924823904366803,0.029692159654392515,0.02383422571479497,0.037502637306543,1.0,0.0,
weak,hsa_steady,unemployment_gap_core,log100_centered10,sigma_N,0.023309120047568105,0.02316567662197081,0.019236146952802884,0.02812855160188194,1.0,0.0,
tight,hsa_steady,unemployment_gap_core,log100_centered10,alpha,0.7454387678951813,0.7452646498560596,0.6640221660687007,0.8319860108656381,1.0,0.0,
tight,hsa_steady,unemployment_gap_core,log100_centered10,kappa_0,0.0438838333126332,0.04378075936993304,0.007397462755854226,0.0808742801509321,0.9921875,0.0078125,
tight,hsa_steady,unemployment_gap_core,log100_centered10,delta,0.013328859294499224,0.013406893792556773,0.0027021909102212544,0.024411042944299927,0.9934375,0.0065625,
tight,hsa_steady,unemployment_gap_core,log100_centered10,rho_1,1.2446976106110832,1.2455579643175099,1.0908768830414788,1.3844463364661472,1.0,0.0,
tight,hsa_steady,unemployment_gap_core,log100_centered10,rho_2,-0.2780876794620953,-0.2792595984264242,-0.4122086951256198,-0.1301314177004252,0.0,1.0,
tight,hsa_steady,unemployment_gap_core,log100_centered10,sigma_e,0.3601450880091366,0.3592246725268885,0.3178263684657471,0.4070858272788436,1.0,0.0,
tight,hsa_steady,unemployment_gap_core,log100_centered10,sigma_zeta,0.5987741076420248,0.5969653236729933,0.5310459850134795,0.6780322085368232,1.0,0.0,
tight,hsa_steady,unemployment_gap_core,log100_centered10,sigma_u,0.08190010768006115,0.08146671702505684,0.0684276566213952,0.09730044094279655,1.0,0.0,
tight,hsa_steady,unemployment_gap_core,log100_centered10,sigma_eps,0.05577692099700917,0.054848765923368084,0.04306320934026884,0.07293756571591857,1.0,0.0,
tight,hsa_steady,unemployment_gap_core,log100_centered10,sigma_N,0.04083986376005267,0.040526879193337195,0.03340993608752333,0.049956659719090614,1.0,0.0,
all,,unemployment_gap_core,,delta_robustness,,,,,,,robust
baseline,hsa_dynamic,unemployment_gap_core,log100_centered10,alpha,0.7592142904943675,0.7592871541178312,0.679802603152333,0.8354759578454424,1.0,0.0,
baseline,hsa_dynamic,unemployment_gap_core,log100_centered10,kappa,0.03310905359040118,0.03267641261747306,-0.0024520267905355883,0.06820093119323639,0.9678125,0.0321875,
baseline,hsa_dynamic,unemployment_gap_core,log100_centered10,theta,-0.022125015742751764,-0.022776462924586342,-0.0761435405311276,0.034603739363562286,0.2153125,0.7846875,
baseline,hsa_dynamic,unemployment_gap_core,log100_centered10,rho_1,1.7760462441368594,1.7785923270798447,1.6638451989760157,1.8738963896216474,1.0,0.0,
baseline,hsa_dynamic,unemployment_gap_core,log100_centered10,rho_2,-0.7904275110236747,-0.7924943230145804,-0.8819324987283264,-0.680966425153246,0.0,1.0,
baseline,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_e,0.31285172790826143,0.31151740705510833,0.27661127789614764,0.3549643491264588,1.0,0.0,
baseline,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_zeta,0.588035536764345,0.5865515153618979,0.519627996776186,0.6680286343379718,1.0,0.0,
baseline,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_u,0.0485071896687722,0.0482491520874377,0.04041997331761094,0.05808450500425279,1.0,0.0,
baseline,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_eps,0.03336766266739824,0.03303794293482447,0.027016887621616366,0.04113192825290225,1.0,0.0,
baseline,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_N,0.023860137344168603,0.02368796715719415,0.01977457996195612,0.02895673160677608,1.0,0.0,
weak,hsa_dynamic,unemployment_gap_core,log100_centered10,alpha,0.7671130835060361,0.7662631294141773,0.6855333829166476,0.8469953993048738,1.0,0.0,
weak,hsa_dynamic,unemployment_gap_core,log100_centered10,kappa,0.03466250749929675,0.03484643142894188,-0.0037026584886800766,0.07207413953668843,0.9628125,0.0371875,
weak,hsa_dynamic,unemployment_gap_core,log100_centered10,theta,-0.016281525844476525,-0.01609027547308233,-0.07962477020143166,0.04601877959730822,0.318125,0.681875,
weak,hsa_dynamic,unemployment_gap_core,log100_centered10,rho_1,1.849933312004474,1.8522564980724912,1.737225398702296,1.9549367859818787,1.0,0.0,
weak,hsa_dynamic,unemployment_gap_core,log100_centered10,rho_2,-0.8610411553849634,-0.8634590104691509,-0.9627418712932798,-0.7526013183384695,0.0,1.0,
weak,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_e,0.3280922297380289,0.3268344704194487,0.2889780289915572,0.3729445395568972,1.0,0.0,
weak,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_zeta,0.5993459442280199,0.5969145482813707,0.529665428191188,0.6829211044045409,1.0,0.0,
weak,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_u,0.051028249553651185,0.050706667945553334,0.0431630634917144,0.060745454782287926,1.0,0.0,
weak,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_eps,0.03739768521490244,0.03710584792055569,0.030551507683285056,0.046348913542131685,1.0,0.0,
weak,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_N,0.024771647309841768,0.02458407477050302,0.020343653491597887,0.030333346486246155,1.0,0.0,
tight,hsa_dynamic,unemployment_gap_core,log100_centered10,alpha,0.7267009134866868,0.726969165913855,0.6422239025895903,0.8055093388811072,1.0,0.0,
tight,hsa_dynamic,unemployment_gap_core,log100_centered10,kappa,0.03151412714940385,0.03141545193420668,-0.005599314185868025,0.0700716891041865,0.945625,0.054375,
tight,hsa_dynamic,unemployment_gap_core,log100_centered10,theta,-0.02229377939225647,-0.022639308396040794,-0.0790267358126869,0.034973628099050025,0.203125,0.796875,
tight,hsa_dynamic,unemployment_gap_core,log100_centered10,rho_1,1.1927791771592355,1.195465298362941,1.0191120215673943,1.3572552566276723,1.0,0.0,
tight,hsa_dynamic,unemployment_gap_core,log100_centered10,rho_2,-0.22904361967515427,-0.23118236055462996,-0.3856708042246066,-0.0653810262412097,0.0015625,0.9984375,
tight,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_e,0.35441649209296067,0.35333666221743454,0.3135396411946594,0.40080833028994717,1.0,0.0,
tight,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_zeta,0.605103403187717,0.6032689908114053,0.5383933514889936,0.6814681009871202,1.0,0.0,
tight,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_u,0.08406486141547345,0.08362115652657914,0.06995409592726806,0.10053203990036727,1.0,0.0,
tight,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_eps,0.06066295349957034,0.059574344069321786,0.04576985651834399,0.08243667696985292,1.0,0.0,
tight,hsa_dynamic,unemployment_gap_core,log100_centered10,sigma_N,0.04190661738200478,0.04162306089121641,0.03434838340436053,0.05115139796836532,1.0,0.0,
all,,unemployment_gap_core,,theta_robustness,,,,,,,robust
baseline,hsa_full,unemployment_gap_core,log100_centered10,alpha,0.7896529312486469,0.790340374091973,0.7058233917970136,0.8670215872058642,1.0,0.0,
baseline,hsa_full,unemployment_gap_core,log100_centered10,kappa_0,0.06157441594061933,0.06152999760337679,0.021673089234386236,0.1014212538555605,0.999375,0.000625,
baseline,hsa_full,unemployment_gap_core,log100_centered10,delta,0.025296564891840276,0.02507607279632462,0.007792447053061177,0.043565068289600085,0.9975,0.0025,
baseline,hsa_full,unemployment_gap_core,log100_centered10,theta_0,0.03935180774602153,0.03822825064238171,-0.03228879233449624,0.11358994641752855,0.865625,0.134375,
baseline,hsa_full,unemployment_gap_core,log100_centered10,gamma,-0.010970305377333789,-0.010864208785801056,-0.04588206912657839,0.02179349370255942,0.2653125,0.7346875,
baseline,hsa_full,unemployment_gap_core,log100_centered10,rho_1,1.7927151359683955,1.7953326216595027,1.6800649612513305,1.8871519104729528,1.0,0.0,
baseline,hsa_full,unemployment_gap_core,log100_centered10,rho_2,-0.8077177671647227,-0.8102849497872777,-0.8996045323979545,-0.6990264798889784,0.0,1.0,
baseline,hsa_full,unemployment_gap_core,log100_centered10,sigma_e,0.31104052894133355,0.31025434152567727,0.27347204229715694,0.35451312892606496,1.0,0.0,
baseline,hsa_full,unemployment_gap_core,log100_centered10,sigma_zeta,0.5961111627626405,0.5942354670589167,0.5267144125295036,0.6782131705949335,1.0,0.0,
baseline,hsa_full,unemployment_gap_core,log100_centered10,sigma_u,0.046406287025730054,0.04594244110519777,0.03819685244466863,0.05671597682635445,1.0,0.0,
baseline,hsa_full,unemployment_gap_core,log100_centered10,sigma_eps,0.03115331718043079,0.030744105790867844,0.024347649107296615,0.03984686273388663,1.0,0.0,
baseline,hsa_full,unemployment_gap_core,log100_centered10,sigma_N,0.02857764972331935,0.027616179551248725,0.021419697840905975,0.041761028144801295,1.0,0.0,
weak,hsa_full,unemployment_gap_core,log100_centered10,alpha,0.8006721736630511,0.8010384575266661,0.7205979489256886,0.8786237422299276,1.0,0.0,
weak,hsa_full,unemployment_gap_core,log100_centered10,kappa_0,0.05594875898588047,0.056111406398090924,0.010847927021986703,0.09818563211170991,0.9928125,0.0071875,
weak,hsa_full,unemployment_gap_core,log100_centered10,delta,0.03189801867303736,0.030021045525642533,0.002814519345804857,0.06755620453798447,0.9875,0.0125,
weak,hsa_full,unemployment_gap_core,log100_centered10,theta_0,0.03757097268431749,0.03932785552347692,-0.05027194049051536,0.123703234218358,0.8065625,0.1934375,
weak,hsa_full,unemployment_gap_core,log100_centered10,gamma,-0.01555212647041212,-0.012631942179081456,-0.10332549802142464,0.05952566363780506,0.39625,0.60375,
weak,hsa_full,unemployment_gap_core,log100_centered10,rho_1,1.8671845996127905,1.8678979268999805,1.7818035247937711,1.946258794037122,1.0,0.0,
weak,hsa_full,unemployment_gap_core,log100_centered10,rho_2,-0.879710697248855,-0.8803403159981298,-0.954095575295211,-0.7972932652746865,0.0,1.0,
weak,hsa_full,unemployment_gap_core,log100_centered10,sigma_e,0.2853491026146731,0.2843950868076256,0.2510789946182756,0.3248709330581168,1.0,0.0,
weak,hsa_full,unemployment_gap_core,log100_centered10,sigma_zeta,0.5977171034772047,0.5957985204091485,0.5263812160617338,0.6778458606069292,1.0,0.0,
weak,hsa_full,unemployment_gap_core,log100_centered10,sigma_u,0.04432552294790368,0.04420912243299424,0.0368159009907497,0.05289810739808945,1.0,0.0,
weak,hsa_full,unemployment_gap_core,log100_centered10,sigma_eps,0.03074852317289082,0.030524888740402913,0.024179872396830476,0.03841718288819122,1.0,0.0,
weak,hsa_full,unemployment_gap_core,log100_centered10,sigma_N,0.026788449378300536,0.02631847263048936,0.02091912268727718,0.03571988198344188,1.0,0.0,
tight,hsa_full,unemployment_gap_core,log100_centered10,alpha,0.7371079641187823,0.7375604393421771,0.6516899220456113,0.8221908226224994,1.0,0.0,
tight,hsa_full,unemployment_gap_core,log100_centered10,kappa_0,0.049138454089541005,0.04944265864157481,0.005520043517044398,0.09484031447508895,0.988125,0.011875,
tight,hsa_full,unemployment_gap_core,log100_centered10,delta,0.011209716437986818,0.011657335800453587,-0.005444004312744665,0.025932740554461865,0.9053125,0.0946875,
tight,hsa_full,unemployment_gap_core,log100_centered10,theta_0,0.06259259740752846,0.047711316006152506,-0.07592116561545423,0.2726384690639123,0.786875,0.213125,
tight,hsa_full,unemployment_gap_core,log100_centered10,gamma,-0.001992595925119284,-0.0018469722582848695,-0.020984148093524203,0.01711425369454149,0.4234375,0.5765625,
tight,hsa_full,unemployment_gap_core,log100_centered10,rho_1,0.843461282288807,0.8761215851184874,0.39311943757788537,1.2320600513662023,1.0,0.0,
tight,hsa_full,unemployment_gap_core,log100_centered10,rho_2,-0.25058364300768265,-0.2371717524502089,-0.4931659198049952,-0.03951740406657267,0.0090625,0.9909375,
tight,hsa_full,unemployment_gap_core,log100_centered10,sigma_e,0.3643258865251394,0.36349169582466245,0.3217816846147823,0.41434573931213886,1.0,0.0,
tight,hsa_full,unemployment_gap_core,log100_centered10,sigma_zeta,0.5974776097933793,0.5952560274707329,0.5267530341604976,0.6788566344193943,1.0,0.0,
tight,hsa_full,unemployment_gap_core,log100_centered10,sigma_u,0.08103707335833393,0.07924555509576389,0.05535337320999027,0.11494477212841514,1.0,0.0,
tight,hsa_full,unemployment_gap_core,log100_centered10,sigma_eps,0.10289732667508547,0.10918074857931809,0.05314045968642474,0.15536601091354588,1.0,0.0,
tight,hsa_full,unemployment_gap_core,log100_centered10,sigma_N,0.0889926116523773,0.0817699016209728,0.052164052248441097,0.1631360505815686,1.0,0.0,
all,,unemployment_gap_core,,delta_robustness,,,,,,,sensitive
all,,unemployment_gap_core,,theta_0_robustness,,,,,,,robust
all,,unemployment_gap_core,,gamma_robustness,,,,,,,robust
